Payment_ID,Account_ID,Promise_ID,Payment_Date,Payment_Amount,Payment_Method
21800,12135,10501.0,2026-03-15,1628.15,Online Portal
21801,12136,10502.0,2026-03-15,3641.9,Online Portal
21802,12137,10503.0,2025-06-17,1486.15,Bank Transfer
21803,12137,10503.0,2025-06-26,2632.5,Card
21804,12137,,2025-06-27,1056.16,Card
21805,12138,10504.0,2025-08-29,187.77,ACH
21806,12139,10505.0,2026-01-06,338.65,Bank Transfer
21807,12140,10506.0,2025-01-29,260.69,ACH
21808,12141,10507.0,2025-01-27,36.91,Online Portal
21810,12142,,2024-10-28,238.63,Online Portal
21809,12142,10507.0,2025-02-09,36.91,Card
21811,12143,10508.0,2025-11-08,8910.47,ACH
21812,12144,10509.0,2025-10-02,123.19,Bank Transfer
21813,12144,10509.0,2025-10-02,112.75,ACH
21814,12144,10509.0,2025-10-07,221.86,ACH
21815,12145,10510.0,2024-08-14,28.57,Online Portal
21816,12145,10510.0,2024-08-18,38.87,Card
21817,12145,10510.0,2024-08-18,47.76,ACH
21819,12146,,2024-08-07,685.51,Card
21818,12146,10511.0,2024-10-07,1840.46,Online Portal
21820,12147,10512.0,2026-04-01,7746.15,Online Portal
21821,12148,10513.0,2026-03-28,3992.66,Online Portal
21822,12148,10513.0,2026-04-06,6538.4,Card
21824,12149,,2025-03-09,161.55,Online Portal
21823,12149,10514.0,2025-04-01,148.38,ACH
21825,12149,,2025-04-05,319.55,Card
21826,12150,10515.0,2025-12-19,328.75,ACH
21827,12150,,2026-01-07,365.57,ACH
21828,12151,10516.0,2025-03-17,811.02,Online Portal
21829,12152,10517.0,2025-04-14,1027.16,ACH
21830,12153,10517.0,2025-04-15,684.77,Online Portal
21831,12154,10518.0,2026-03-15,956.83,Card
21832,12154,10518.0,2026-03-21,1197.06,Card
21833,12154,10518.0,2026-03-21,982.23,Online Portal
21834,12155,10519.0,2026-04-02,4609.83,Card
21835,12156,10520.0,2025-02-13,185.28,ACH
21836,12156,10520.0,2025-02-28,353.32,Bank Transfer
21837,12157,10521.0,2025-07-15,397.4,Online Portal
21838,12157,,2025-07-18,239.4,Online Portal
21839,12157,,2025-09-17,184.38,Online Portal
21840,12158,10522.0,2024-09-01,187.55,Card
21841,12158,10522.0,2024-09-04,225.44,ACH
21842,12159,10523.0,2025-12-01,757.25,Card
21843,12160,10524.0,2025-01-06,1357.28,ACH
21844,12161,10525.0,2026-04-08,3584.4,Online Portal
21845,12162,10525.0,2026-03-14,1045.7,ACH
21846,12162,10525.0,2026-03-29,882.7,ACH
21847,12163,10526.0,2026-03-17,3427.76,ACH
21848,12164,10527.0,2025-10-09,83.44,Online Portal
21849,12165,10528.0,2025-02-01,928.93,Bank Transfer
21850,12166,10529.0,2026-01-30,12136.59,ACH
21851,12167,10530.0,2025-08-30,2598.88,Bank Transfer
21852,12167,,2025-09-01,4889.26,Card
21853,12168,10530.0,2025-08-30,909.12,Online Portal
21854,12169,10531.0,2026-03-06,2608.07,Online Portal
21858,12170,,2025-12-29,156.87,Card
21855,12170,10532.0,2026-01-01,71.54,Card
21856,12170,10532.0,2026-01-01,69.25,Online Portal
21857,12170,10532.0,2026-01-11,214.1,ACH
21859,12171,10533.0,2024-10-09,172.95,ACH
21862,12171,,2024-10-10,13.97,Online Portal
21860,12171,10533.0,2024-10-21,193.23,Bank Transfer
21861,12171,10533.0,2024-11-05,382.02,Online Portal
21863,12172,10534.0,2025-05-26,202.23,ACH
21864,12172,10534.0,2025-06-02,165.61,Online Portal
21865,12172,10534.0,2025-06-09,417.3,Bank Transfer
21867,12173,,2025-03-05,349.34,Card
21868,12173,,2025-03-17,267.01,Online Portal
21869,12173,,2025-04-03,157.85,Online Portal
21866,12173,10535.0,2025-06-05,629.75,Online Portal
21870,12174,10535.0,2025-06-04,218.59,Online Portal
21871,12175,10536.0,2025-05-22,2803.73,ACH
21872,12176,10536.0,2025-06-24,2543.91,Card
21873,12176,10536.0,2025-06-25,3971.96,Online Portal
21875,12177,,2026-02-15,410.47,Online Portal
21874,12177,10537.0,2026-03-16,973.96,Online Portal
21876,12178,10538.0,2026-03-08,595.76,ACH
21877,12179,10539.0,2025-03-22,551.55,ACH
21878,12180,10540.0,2026-02-11,3915.5,Online Portal
21879,12181,10541.0,2026-03-29,3391.62,Bank Transfer
21880,12182,10542.0,2026-01-13,825.61,Bank Transfer
21881,12182,10542.0,2026-01-27,2809.89,ACH
21882,12183,10543.0,2026-01-30,934.21,Card
21883,12183,,2026-03-08,38.08,Online Portal
21884,12184,10544.0,2025-08-14,1062.08,Online Portal
21885,12185,10545.0,2025-09-10,1577.26,Online Portal
21886,12186,10546.0,2025-01-02,304.35,Online Portal
21887,12186,10546.0,2025-01-02,249.19,ACH
21888,12186,10546.0,2025-01-13,440.88,Online Portal
21889,12187,10547.0,2025-02-16,386.42,Online Portal
21890,12188,10547.0,2025-02-06,257.61,Online Portal
21892,12189,,2025-06-01,453.33,ACH
21891,12189,10548.0,2025-07-02,507.02,Online Portal
21893,12190,10549.0,2025-08-26,2308.27,ACH
21894,12191,10550.0,2025-11-22,7181.2,Online Portal
21896,12192,,2025-05-07,108.55,Card
21895,12192,10551.0,2025-05-15,45.1,Online Portal
21897,12192,,2025-07-06,166.08,Card
21901,12193,,2025-05-22,86.6,Online Portal
21898,12193,10552.0,2025-07-01,415.74,ACH
21899,12193,10552.0,2025-07-05,511.5,Card
21900,12193,10552.0,2025-07-14,985.2,Online Portal
21902,12194,10553.0,2024-10-06,372.45,Card
21903,12195,10554.0,2025-01-24,799.46,Bank Transfer
21904,12195,10554.0,2025-02-02,772.13,Online Portal
21905,12195,10554.0,2025-02-11,647.51,ACH
21906,12196,10555.0,2026-01-24,3626.16,Online Portal
21907,12196,10555.0,2026-02-07,4182.57,ACH
21908,12197,10556.0,2025-10-27,171.14,Online Portal
21909,12197,10556.0,2025-11-05,347.23,Online Portal
21910,12197,,2025-11-21,130.26,Bank Transfer
21911,12198,10557.0,2025-09-01,21.88,Card
21912,12198,10557.0,2025-09-09,26.16,Bank Transfer
21913,12198,10557.0,2025-09-19,52.38,Card
21914,12199,10558.0,2026-04-07,2570.68,Online Portal
21917,12200,,2024-09-10,197.01,Online Portal
21915,12200,10559.0,2024-09-15,1492.29,Online Portal
21916,12200,10559.0,2024-09-22,1270.08,Card
21918,12201,10560.0,2026-03-21,1987.96,ACH
21919,12201,10560.0,2026-03-21,453.67,ACH
21920,12201,10560.0,2026-03-23,878.72,Online Portal
21921,12202,10561.0,2025-03-20,72.82,ACH
21922,12202,10561.0,2025-04-02,120.19,Online Portal
21923,12203,10562.0,2025-11-07,2993.38,Online Portal
21925,12204,,2024-09-03,645.42,ACH
21924,12204,10563.0,2024-09-11,1670.43,ACH
21926,12204,,2024-09-29,236.1,Card
21927,12205,10564.0,2026-03-23,1286.64,ACH
21928,12205,10564.0,2026-04-07,810.75,Card
21929,12205,10564.0,2026-04-10,2234.34,Online Portal
21930,12206,10565.0,2025-05-31,62.8,ACH
21931,12207,10566.0,2026-02-27,240.35,ACH
21932,12208,10567.0,2025-04-05,252.53,ACH
21933,12209,10568.0,2024-09-24,337.63,Online Portal
21934,12210,10568.0,2024-09-26,438.93,Online Portal
21936,12211,,2025-04-21,142.89,Online Portal
21935,12211,10569.0,2025-05-20,470.17,Card
21937,12211,,2025-05-24,297.39,Online Portal
21938,12211,,2025-06-09,90.9,ACH
21939,12212,10570.0,2025-11-16,1698.54,Bank Transfer
21940,12212,,2025-11-28,58.82,ACH
21941,12213,10571.0,2026-03-25,4548.56,Online Portal
21942,12214,10572.0,2026-01-31,119.43,Online Portal
21943,12215,10573.0,2025-06-12,234.32,ACH
21944,12216,10574.0,2025-04-14,1009.35,Online Portal
21945,12217,10575.0,2025-12-04,99.28,Online Portal
21946,12217,10575.0,2025-12-12,93.25,Card
21947,12217,10575.0,2025-12-17,209.28,Online Portal
21948,12218,10575.0,2025-12-05,51.31,Online Portal
21949,12218,10575.0,2025-12-05,51.85,Online Portal
21950,12219,10576.0,2025-06-22,506.63,ACH
21951,12219,10576.0,2025-06-25,1080.06,Online Portal
21952,12219,,2025-07-08,123.1,Card
21953,12220,10577.0,2025-07-11,373.3,Bank Transfer
21954,12221,10577.0,2025-06-29,528.84,Bank Transfer
21955,12221,,2026-01-20,342.79,ACH
21956,12222,10578.0,2026-02-02,1532.51,Card
21957,12222,10578.0,2026-02-09,2613.01,ACH
21958,12222,,2026-02-16,564.19,Online Portal
21959,12223,10578.0,2026-02-11,388.12,Online Portal
21961,12224,,2025-08-21,104.17,Card
21962,12224,,2025-08-31,26.76,Card
21960,12224,10579.0,2025-09-09,1501.18,Card
21963,12225,10580.0,2025-10-11,2479.92,Card
21964,12226,10581.0,2025-05-31,288.77,Online Portal
21965,12226,10581.0,2025-05-31,182.66,ACH
21966,12226,10581.0,2025-06-11,349.97,Online Portal
21967,12227,10582.0,2025-06-30,906.02,ACH
21968,12227,10582.0,2025-07-08,1566.88,Online Portal
21969,12228,10583.0,2024-09-06,271.55,ACH
21970,12229,10583.0,2024-10-11,101.22,ACH
21971,12229,10583.0,2024-10-17,282.93,Bank Transfer
21972,12230,10584.0,2025-06-13,55.43,Card
21973,12230,10584.0,2025-06-15,70.56,ACH
21974,12231,10585.0,2026-02-15,3606.12,ACH
21975,12232,10586.0,2026-01-14,2611.49,Card
21976,12232,,2026-01-15,127.22,Online Portal
21977,12233,10587.0,2025-05-25,244.82,Online Portal
21978,12234,10588.0,2025-02-05,484.93,ACH
21979,12235,10589.0,2025-02-04,67.48,ACH
21980,12235,10589.0,2025-02-13,51.32,Card
21982,12235,,2025-02-24,23.29,Online Portal
21981,12235,10589.0,2025-02-28,97.08,Online Portal
21984,12236,,2024-11-23,1569.57,ACH
21983,12236,10589.0,2025-02-06,103.55,Card
21986,12237,,2025-11-03,341.93,Online Portal
21985,12237,10590.0,2025-11-29,202.38,Online Portal
21987,12238,10590.0,2025-12-17,131.55,Online Portal
21988,12239,10591.0,2026-01-31,1667.04,Online Portal
21989,12239,10591.0,2026-02-03,2082.42,Online Portal
21990,12239,10591.0,2026-02-11,1654.8,Card
21992,12240,,2025-11-24,316.02,ACH
21991,12240,10592.0,2025-11-29,2770.78,Online Portal
21993,12241,10593.0,2025-02-26,153.05,ACH
21995,12241,,2025-03-01,115.31,ACH
21994,12241,10593.0,2025-03-05,414.51,Card
21996,12241,,2025-03-08,107.53,Online Portal
21997,12242,10594.0,2026-03-07,2550.59,ACH
21998,12243,10595.0,2025-04-17,2504.84,Card
21999,12243,10595.0,2025-04-17,4855.04,Bank Transfer
22000,12243,,2025-06-08,512.71,ACH
22001,12243,,2025-06-28,422.78,Card
22002,12244,10596.0,2025-11-25,4328.34,ACH
22003,12244,10596.0,2025-11-30,3054.9,Card
22004,12244,10596.0,2025-12-02,2117.84,ACH
22006,12245,,2025-08-09,11.51,Bank Transfer
22005,12245,10597.0,2025-11-19,79.25,Online Portal
22007,12246,10597.0,2025-11-08,67.93,ACH
22008,12247,10598.0,2026-02-06,49.66,Bank Transfer
22009,12247,10598.0,2026-02-15,31.82,ACH
22010,12247,10598.0,2026-02-23,33.07,ACH
22011,12248,10599.0,2026-03-21,2880.1,Card
22013,12249,,2026-01-27,1707.73,ACH
22014,12249,,2026-02-12,811.24,Card
22012,12249,10600.0,2026-04-21,11736.69,Online Portal
22015,12250,10601.0,2025-07-24,405.3,ACH
22016,12251,10602.0,2025-03-05,56.66,Bank Transfer
22018,12252,,2025-02-01,768.29,Card
22017,12252,10603.0,2025-02-18,2251.22,ACH
22020,12253,,2025-07-01,795.4,Online Portal
22019,12253,10604.0,2025-08-16,253.5,ACH
22021,12254,10605.0,2024-11-25,778.27,Online Portal
22022,12255,10605.0,2024-11-21,778.27,Online Portal
22023,12256,10605.0,2024-11-21,159.87,Online Portal
22024,12257,10606.0,2026-03-01,4094.78,Bank Transfer
22025,12258,10607.0,2025-05-11,1209.7,Online Portal
22026,12259,10608.0,2026-02-28,1243.58,ACH
22027,12260,10609.0,2026-02-03,350.12,Online Portal
22028,12261,10610.0,2025-07-29,560.8,Online Portal
22029,12261,10610.0,2025-08-01,1450.92,Bank Transfer
22030,12261,,2025-08-28,1197.11,Online Portal
22031,12262,10611.0,2025-10-08,2748.8,Online Portal
22032,12263,10611.0,2025-10-09,240.47,Online Portal
22033,12264,10612.0,2026-02-01,2392.28,Online Portal
22034,12265,10613.0,2025-11-04,313.68,Online Portal
22035,12265,10613.0,2025-11-05,665.72,Card
22036,12266,10614.0,2024-11-16,511.84,Online Portal
22037,12267,10615.0,2026-03-08,4873.33,Online Portal
22038,12268,10616.0,2024-12-26,529.36,Online Portal
22039,12269,10616.0,2024-12-29,554.08,ACH
22040,12269,10616.0,2025-01-11,741.1,Online Portal
22042,12270,,2025-11-12,99.22,Card
22043,12270,,2026-01-03,108.27,Card
22041,12270,10617.0,2026-01-24,927.0,ACH
22045,12271,,2026-02-15,61.87,Card
22044,12271,10618.0,2026-04-07,4580.57,Card
22047,12272,,2024-10-06,512.62,ACH
22048,12272,,2024-11-19,300.5,Online Portal
22046,12272,10618.0,2026-03-23,2410.82,Online Portal
22049,12273,10619.0,2025-07-27,251.13,Bank Transfer
22050,12274,10620.0,2025-03-25,187.55,Online Portal
22051,12274,,2025-04-10,564.1,Online Portal
22053,12275,,2025-12-09,560.8,Online Portal
22052,12275,10621.0,2026-01-15,3684.93,ACH
22054,12276,10622.0,2026-01-09,5550.64,Online Portal
22055,12277,10623.0,2026-03-06,227.1,Online Portal
22056,12277,10623.0,2026-03-18,483.84,Bank Transfer
22057,12278,10624.0,2026-02-16,4896.58,Card
22058,12279,10625.0,2025-03-04,132.57,Online Portal
22059,12279,10625.0,2025-03-18,256.49,Bank Transfer
22060,12280,10626.0,2025-08-10,1387.45,ACH
22061,12280,,2025-08-15,515.3,Bank Transfer
22062,12280,,2025-09-19,265.38,Bank Transfer
22063,12281,10627.0,2026-03-19,4063.32,ACH
22064,12281,10627.0,2026-04-03,5039.21,Online Portal
22065,12282,10628.0,2025-01-14,636.72,Card
22066,12283,10629.0,2025-11-16,1118.9,Online Portal
22067,12284,10630.0,2026-02-27,3230.48,Card
22068,12284,10630.0,2026-03-10,2177.75,ACH
22069,12284,10630.0,2026-03-11,2826.02,Online Portal
22070,12285,10631.0,2025-07-30,1072.14,ACH
22071,12285,10631.0,2025-08-05,1670.22,ACH
22072,12286,10632.0,2025-10-08,3174.32,Online Portal
22074,12287,,2025-12-11,183.29,Online Portal
22073,12287,10633.0,2026-02-07,1280.83,Online Portal
22075,12288,10633.0,2026-02-25,921.69,Bank Transfer
22076,12289,10634.0,2026-01-14,3923.34,ACH
22077,12290,10634.0,2026-01-17,407.04,Card
22078,12291,10635.0,2026-04-04,9705.85,ACH
22079,12292,10636.0,2026-03-22,612.68,Card
22080,12293,10637.0,2025-08-19,174.1,ACH
22081,12293,,2025-08-25,92.46,ACH
22083,12294,,2025-03-20,936.99,Card
22082,12294,10638.0,2025-04-01,2033.94,Online Portal
22086,12295,,2024-12-14,122.81,Online Portal
22084,12295,10639.0,2025-01-06,39.44,Bank Transfer
22085,12295,10639.0,2025-01-16,61.62,Online Portal
22088,12296,,2025-05-14,88.48,Online Portal
22087,12296,10640.0,2025-06-09,83.74,Online Portal
22089,12297,10641.0,2025-02-27,462.46,Online Portal
22090,12298,10641.0,2025-02-22,142.97,Online Portal
22091,12298,10641.0,2025-02-27,436.76,Online Portal
22092,12299,10641.0,2025-02-21,285.61,Card
22093,12299,10641.0,2025-03-04,411.07,ACH
22094,12300,10642.0,2026-01-03,187.98,Card
22095,12300,10642.0,2026-01-06,595.37,Card
22096,12301,10643.0,2025-01-30,131.61,Card
22097,12302,10643.0,2025-01-22,74.67,Card
22098,12302,10643.0,2025-01-30,120.73,ACH
22099,12302,10643.0,2025-02-09,172.1,Card
22101,12303,,2024-10-06,89.89,Online Portal
22100,12303,10644.0,2024-10-13,192.9,ACH
22102,12304,10645.0,2024-11-28,246.49,Card
22103,12304,,2025-01-01,67.75,Card
22104,12304,,2025-01-19,78.95,Bank Transfer
22106,12305,,2025-02-22,65.71,Online Portal
22105,12305,10646.0,2025-04-06,72.42,ACH
22107,12306,10647.0,2025-07-12,1576.94,Online Portal
22108,12307,10648.0,2024-10-27,682.46,ACH
22109,12307,10648.0,2024-10-28,1273.36,Online Portal
22110,12307,,2024-11-25,315.15,Online Portal
22112,12308,,2025-06-18,266.2,Bank Transfer
22111,12308,10649.0,2025-06-21,123.49,Online Portal
22113,12309,10650.0,2026-02-21,844.07,Bank Transfer
22114,12310,10651.0,2025-06-23,146.9,Card
22115,12311,10652.0,2026-02-06,3229.2,Online Portal
22116,12311,10652.0,2026-02-09,2547.41,Online Portal
22117,12312,10653.0,2025-05-09,962.61,ACH
22118,12312,10653.0,2025-05-16,1433.54,ACH
22122,12313,,2025-05-07,8.92,Card
22123,12313,,2025-06-22,5.28,Online Portal
22119,12313,10654.0,2025-07-08,624.33,Card
22120,12313,10654.0,2025-07-18,492.32,Card
22121,12313,10654.0,2025-07-18,732.42,Bank Transfer
22124,12314,10655.0,2026-02-03,16513.71,Online Portal
22125,12315,10656.0,2026-01-27,599.3,Online Portal
22126,12316,10657.0,2026-04-12,1510.23,Online Portal
22127,12316,10657.0,2026-04-23,1019.83,ACH
22128,12317,10658.0,2026-02-02,3127.86,Card
22129,12318,10659.0,2025-10-04,711.05,Online Portal
22131,12319,,2024-12-10,243.45,Online Portal
22130,12319,10660.0,2025-01-24,102.57,Online Portal
22132,12320,10661.0,2025-02-12,121.67,Online Portal
22133,12320,10661.0,2025-02-17,174.64,Bank Transfer
22135,12321,,2024-12-11,769.18,ACH
22134,12321,10662.0,2025-01-03,1073.21,Online Portal
22136,12321,,2025-01-26,374.14,Bank Transfer
22138,12322,,2026-01-09,3971.58,ACH
22137,12322,10663.0,2026-01-19,6317.79,Card
22139,12323,10664.0,2025-05-16,1078.48,Online Portal
22140,12324,10664.0,2025-05-07,676.74,Online Portal
22141,12324,10664.0,2025-05-19,1527.85,Card
22143,12325,,2026-02-27,130.58,ACH
22144,12325,,2026-03-04,111.16,Online Portal
22142,12325,10665.0,2026-04-27,9491.99,Card
22145,12326,10666.0,2025-12-01,156.36,Card
22146,12327,10667.0,2025-04-22,31.1,Online Portal
22147,12327,10667.0,2025-04-28,56.36,Bank Transfer
22148,12327,,2025-05-08,41.56,Card
22149,12327,,2025-05-23,72.83,Online Portal
22150,12327,,2025-06-02,31.24,ACH
22152,12328,,2025-03-13,172.03,Bank Transfer
22151,12328,10668.0,2025-04-02,484.73,Online Portal
22153,12329,10668.0,2025-04-03,525.12,Card
22154,12330,10669.0,2025-02-15,144.94,Card
22155,12331,10670.0,2025-11-29,13928.27,ACH
22157,12332,,2025-08-01,90.19,ACH
22156,12332,10671.0,2025-08-15,350.21,ACH
22158,12332,,2025-08-18,44.75,Card
22159,12333,10672.0,2025-05-11,109.82,Card
22160,12333,10672.0,2025-05-16,237.33,Card
22161,12333,,2025-05-22,274.22,Online Portal
22162,12334,10673.0,2026-03-22,1129.39,Card
22163,12335,10674.0,2026-03-20,475.23,Online Portal
22164,12335,10674.0,2026-03-27,895.42,Card
22165,12336,10675.0,2026-02-18,4807.83,ACH
22166,12337,10676.0,2025-11-16,1478.56,ACH
22167,12338,10677.0,2025-12-27,691.48,Bank Transfer
22168,12339,10678.0,2025-11-07,5779.04,Card
22169,12340,10679.0,2026-03-07,1975.16,Online Portal
22170,12340,10679.0,2026-03-19,4382.38,Online Portal
22171,12341,10680.0,2026-02-26,462.9,Online Portal
22172,12342,10681.0,2025-06-08,760.13,Card
22173,12342,10681.0,2025-06-22,1758.5,Card
22174,12343,10681.0,2025-06-05,1172.34,Card
22175,12344,10682.0,2026-01-21,1942.62,Card
22176,12345,10683.0,2025-03-10,3504.15,Online Portal
22177,12345,10683.0,2025-03-10,4327.59,Online Portal
22178,12346,10684.0,2025-09-07,49.2,Online Portal
22179,12346,10684.0,2025-09-08,131.68,Online Portal
22180,12347,10685.0,2025-12-19,492.59,Online Portal
22181,12348,10686.0,2026-01-11,451.0,Online Portal
22182,12348,,2026-01-11,322.46,Online Portal
22183,12349,10687.0,2026-02-09,13075.55,ACH
22184,12349,,2026-02-09,248.95,Online Portal
22187,12350,,2024-11-19,618.1,Online Portal
22185,12350,10688.0,2025-01-04,794.08,Card
22186,12350,10688.0,2025-01-17,829.4,Bank Transfer
22188,12350,,2025-01-24,363.75,ACH
22189,12351,10688.0,2025-01-05,1078.22,ACH
22190,12351,,2025-03-03,9.03,Online Portal
22191,12352,10689.0,2026-03-19,5329.1,Online Portal
22192,12353,10690.0,2025-04-04,348.32,Online Portal
22193,12354,10691.0,2026-01-01,779.95,Online Portal
22194,12354,10691.0,2026-01-05,1020.11,Online Portal
22198,12355,,2026-02-27,126.8,ACH
22195,12355,10692.0,2026-03-21,1677.64,Online Portal
22196,12355,10692.0,2026-04-03,1050.29,Online Portal
22197,12355,10692.0,2026-04-07,2949.91,Online Portal
22199,12356,10693.0,2025-12-04,15006.0,ACH
22200,12357,10694.0,2025-01-31,469.57,Card
22201,12357,,2025-02-17,852.57,Online Portal
22203,12358,,2026-02-04,118.42,Online Portal
22202,12358,10695.0,2026-04-06,3156.54,ACH
22204,12359,10696.0,2026-03-30,613.0,ACH
22205,12359,10696.0,2026-04-01,892.62,ACH
22206,12359,10696.0,2026-04-14,674.9,ACH
22207,12360,10697.0,2025-10-13,183.97,Online Portal
22208,12360,10697.0,2025-10-17,324.54,Card
22210,12361,,2025-08-16,121.13,Card
22209,12361,10698.0,2025-10-01,1442.71,Online Portal
22212,12362,,2025-11-12,417.56,ACH
22211,12362,10699.0,2025-12-08,693.13,Online Portal
22216,12363,,2024-10-27,191.5,ACH
22213,12363,10700.0,2024-12-02,140.71,Online Portal
22214,12363,10700.0,2024-12-06,68.82,ACH
22215,12363,10700.0,2024-12-13,136.16,Bank Transfer
22217,12364,10701.0,2026-03-26,1795.6,Online Portal
22218,12364,10701.0,2026-03-27,4494.36,Online Portal
22220,12365,,2025-06-05,180.65,Online Portal
22221,12365,,2025-06-28,131.86,Bank Transfer
22219,12365,10702.0,2025-07-13,832.92,Bank Transfer
22222,12366,10703.0,2025-02-08,483.94,Card
22223,12367,10704.0,2025-04-13,449.24,ACH
22224,12368,10705.0,2026-01-21,2574.35,Online Portal
22225,12369,10706.0,2025-12-01,96.62,Online Portal
22226,12370,10706.0,2025-12-02,57.17,Bank Transfer
22227,12370,10706.0,2025-12-16,48.31,Online Portal
22229,12371,,2024-12-16,35.59,ACH
22228,12371,10707.0,2025-02-04,76.36,Online Portal
22230,12372,10708.0,2026-01-15,310.87,Bank Transfer
22231,12373,10709.0,2025-06-16,81.07,Card
22232,12374,10710.0,2025-01-09,1160.26,Card
22233,12374,,2025-02-22,457.84,Bank Transfer
22234,12375,10711.0,2026-03-17,179.36,ACH
22235,12376,10712.0,2026-01-11,1684.91,ACH
22236,12376,10712.0,2026-01-21,3291.47,ACH
22240,12377,,2025-01-05,196.21,ACH
22241,12377,,2025-02-28,74.99,Online Portal
22237,12377,10713.0,2025-03-04,307.74,ACH
22238,12377,10713.0,2025-03-15,444.17,ACH
22239,12377,10713.0,2025-03-18,1009.76,Online Portal
22242,12378,10714.0,2026-03-22,4927.81,Online Portal
22243,12379,10714.0,2026-03-30,586.39,Online Portal
22244,12380,10714.0,2026-03-25,1691.43,Online Portal
22245,12380,10714.0,2026-03-29,1130.74,ACH
22247,12381,,2025-03-04,415.06,Online Portal
22246,12381,10715.0,2025-04-15,340.88,Card
22249,12382,,2026-01-26,458.83,Online Portal
22248,12382,10716.0,2026-03-03,2127.2,ACH
22253,12383,,2026-01-09,113.72,ACH
22250,12383,10717.0,2026-01-16,822.13,Card
22251,12383,10717.0,2026-01-29,1614.04,Online Portal
22254,12383,,2026-02-03,55.0,Card
22252,12383,10717.0,2026-02-07,2151.51,Bank Transfer
22255,12384,10718.0,2024-11-12,1935.95,Bank Transfer
22256,12384,,2024-12-23,568.17,Card
22257,12385,10719.0,2024-12-28,553.81,Card
22259,12386,,2025-06-03,863.72,Online Portal
22258,12386,10720.0,2025-07-27,1611.56,ACH
22260,12387,10721.0,2024-09-22,113.43,Online Portal
22261,12387,10721.0,2024-09-22,150.44,Online Portal
22262,12387,10721.0,2024-10-02,240.04,ACH
22263,12388,10722.0,2025-10-06,404.73,Online Portal
22264,12389,10723.0,2024-12-05,122.62,Card
22265,12389,10723.0,2024-12-06,264.39,Card
22266,12389,10723.0,2024-12-08,368.1,Online Portal
22267,12389,,2024-12-31,2.87,Online Portal
22268,12389,,2025-01-14,3.23,ACH
22269,12390,10724.0,2026-03-20,2786.16,Bank Transfer
22270,12390,10724.0,2026-03-24,2567.46,Online Portal
22271,12391,10725.0,2025-03-14,233.66,ACH
22272,12392,10725.0,2025-02-13,189.85,Online Portal
22273,12393,10726.0,2025-08-27,68.34,ACH
22274,12393,10726.0,2025-09-04,230.06,Online Portal
22275,12394,10727.0,2024-10-11,108.05,ACH
22276,12394,,2024-10-29,57.53,ACH
22278,12395,,2025-11-10,99.62,Online Portal
22277,12395,10728.0,2025-12-01,235.55,Online Portal
22279,12395,,2026-01-17,83.42,Online Portal
22280,12396,10729.0,2026-03-19,2265.51,Online Portal
22281,12396,10729.0,2026-03-24,1624.01,ACH
22282,12396,10729.0,2026-03-27,1107.96,ACH
22283,12397,10730.0,2025-12-11,216.01,ACH
22284,12397,10730.0,2025-12-19,246.85,Bank Transfer
22285,12397,10730.0,2026-01-01,374.39,ACH
22286,12398,10731.0,2025-01-27,77.36,Bank Transfer
22289,12399,,2024-12-04,29.77,Online Portal
22287,12399,10731.0,2025-02-17,77.12,Bank Transfer
22288,12399,10731.0,2025-02-23,123.78,Online Portal
22290,12400,10732.0,2026-01-30,3270.08,ACH
22291,12400,,2026-02-21,177.8,Card
22292,12401,10733.0,2024-11-22,458.7,Card
22293,12402,10734.0,2026-03-09,4623.62,Card
22294,12402,10734.0,2026-03-12,1757.4,ACH
22295,12402,10734.0,2026-03-16,1346.54,Bank Transfer
22297,12403,,2026-02-12,1018.77,Online Portal
22298,12403,,2026-02-25,559.62,ACH
22296,12403,10735.0,2026-03-15,1377.1,Online Portal
22299,12403,,2026-03-15,238.96,ACH
22300,12404,10736.0,2025-11-26,352.8,Online Portal
22301,12405,10737.0,2025-10-04,1964.86,Online Portal
22302,12406,10738.0,2025-10-28,320.24,ACH
22303,12406,,2025-11-02,230.08,Online Portal
22304,12406,,2025-12-07,278.75,Online Portal
22305,12407,10739.0,2025-04-21,639.65,Online Portal
22306,12407,10739.0,2025-05-02,1163.43,ACH
22307,12408,10739.0,2025-04-01,1240.47,Bank Transfer
22308,12409,10740.0,2026-04-10,898.02,Card
22310,12410,,2024-11-24,562.3,Online Portal
22311,12410,,2024-12-07,588.0,ACH
22309,12410,10741.0,2025-01-06,1872.62,Online Portal
22312,12411,10742.0,2024-12-03,142.08,ACH
22313,12412,10743.0,2025-02-07,1237.73,Online Portal
22314,12412,10743.0,2025-02-08,458.75,Card
22315,12412,10743.0,2025-02-17,1122.19,Online Portal
22316,12413,10744.0,2025-10-17,11125.05,Online Portal
22318,12414,,2025-05-30,2914.81,Online Portal
22319,12414,,2025-06-05,1832.88,Online Portal
22317,12414,10745.0,2025-06-28,9477.83,ACH
22320,12415,10746.0,2025-04-06,188.74,ACH
22321,12415,,2025-04-23,173.46,Online Portal
22322,12415,,2025-05-17,95.32,Bank Transfer
22323,12416,10747.0,2025-11-08,860.44,Online Portal
22324,12416,10747.0,2025-11-19,1445.26,Card
22325,12417,10748.0,2025-04-29,241.4,ACH
22326,12417,,2025-05-07,48.86,ACH
22327,12418,10749.0,2026-02-27,74.21,ACH
